No,Status,Track,Title,PrimaryTech,Experience,Level
275,implemented-experimental,Language Basics Lab,配列を作る・追加する・取り出すを比べる,VBA / PowerShell,短い実験で「配列を作る・追加する・取り出すを比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
276,implemented-experimental,Language Basics Lab,Dictionary／Hashtableでキーと値を扱う,VBA / PowerShell,短い実験で「Dictionary／Hashtableでキーと値を扱う」を体験し、操作前後の状態やログの差を確認する。,深掘り
277,implemented-experimental,Language Basics Lab,If文で条件分岐を同じ問題で比べる,VBA / PowerShell,短い実験で「If文で条件分岐を同じ問題で比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
278,implemented-experimental,Language Basics Lab,For／For Each／foreachの違いを比べる,VBA / PowerShell,短い実験で「For／For Each／foreachの違いを比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
279,implemented-experimental,Language Basics Lab,Functionを作って同じ計算を呼び出す,VBA / PowerShell,短い実験で「Functionを作って同じ計算を呼び出す」を体験し、操作前後の状態やログの差を確認する。,深掘り
280,implemented-experimental,Language Basics Lab,引数って何？ ByVal／ByRefとparam()を比べる,VBA / PowerShell,短い実験で「引数って何？ ByVal／ByRefとparam()を比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
281,implemented-experimental,Language Basics Lab,戻り値はどう返る？ VBA FunctionとPowerShell Pipelineを比べる,VBA / PowerShell,短い実験で「戻り値はどう返る？ VBA FunctionとPowerShell Pipelineを比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
282,implemented-experimental,Language Basics Lab,値渡しと参照渡しで元の値が変わるか試す,VBA / PowerShell,短い実験で「値渡しと参照渡しで元の値が変わるか試す」を体験し、操作前後の状態やログの差を確認する。,深掘り
283,implemented-experimental,Language Basics Lab,ローカル変数とグローバル変数のScopeを比べる,VBA / PowerShell,短い実験で「ローカル変数とグローバル変数のScopeを比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
284,implemented-experimental,Language Basics Lab,Null・Empty・Nothing・$nullの違いを体験する,VBA / PowerShell,短い実験で「Null・Empty・Nothing・$nullの違いを体験する」を体験し、操作前後の状態やログの差を確認する。,深掘り
285,implemented-experimental,Language Basics Lab,On Errorとtry/catchで同じエラーを処理する,VBA / PowerShell,短い実験で「On Errorとtry/catchで同じエラーを処理する」を体験し、操作前後の状態やログの差を確認する。,深掘り
286,implemented-experimental,Language Basics Lab,ClassとObjectをVBAとPowerShellで最小実装する,VBA / PowerShell,短い実験で「ClassとObjectをVBAとPowerShellで最小実装する」を体験し、操作前後の状態やログの差を確認する。,深掘り
287,implemented-experimental,Built-in Tools & Scripting Map,cmd.exeとBatchは今どんな場面で使う？,Windows標準ツール / Office / PowerShell,短い実験で「cmd.exeとBatchは今どんな場面で使う」を体験し、操作前後の状態やログの差を確認する。,深掘り
288,implemented-experimental,Built-in Tools & Scripting Map,Windows PowerShell 5.1は何ができる？,Windows標準ツール / Office / PowerShell,短い実験で「Windows PowerShell 5.1は何ができる」を体験し、操作前後の状態やログの差を確認する。,深掘り
289,implemented-experimental,Built-in Tools & Scripting Map,PowerShell 7はWindows PowerShell 5.1と何が違う？,Windows標準ツール / Office / PowerShell,短い実験で「PowerShell 7はWindows PowerShell 5.1と何が違う」を体験し、操作前後の状態やログの差を確認する。,深掘り
290,implemented-experimental,Built-in Tools & Scripting Map,Windows Script HostとVBScriptの現在位置を知る,Windows標準ツール / Office / PowerShell,短い実験で「Windows Script HostとVBScriptの現在位置を知る」を体験し、操作前後の状態やログの差を確認する。,深掘り
291,implemented-experimental,Built-in Tools & Scripting Map,JScript／WSHで簡単なスクリプトを動かして歴史を知る,Windows標準ツール / Office / PowerShell,短い実験で「JScript／WSHで簡単なスクリプトを動かして歴史を知る」を体験し、操作前後の状態やログの差を確認する。,深掘り
292,implemented-experimental,Built-in Tools & Scripting Map,Office VBAは何が得意で何が苦手？,Windows標準ツール / Office / PowerShell,短い実験で「Office VBAは何が得意で何が苦手」を体験し、操作前後の状態やログの差を確認する。,深掘り
293,implemented-experimental,Built-in Tools & Scripting Map,Windows標準のcurl.exeでHTTPを確認する,Windows標準ツール / Office / PowerShell,短い実験で「Windows標準のcurl.exeでHTTPを確認する」を体験し、操作前後の状態やログの差を確認する。,深掘り
294,implemented-experimental,Built-in Tools & Scripting Map,tar.exeでZIP／tarアーカイブを扱ってみる,Windows標準ツール / Office / PowerShell,短い実験で「tar.exeでZIP／tarアーカイブを扱ってみる」を体験し、操作前後の状態やログの差を確認する。,深掘り
295,implemented-experimental,Built-in Tools & Scripting Map,robocopyで大量ファイルコピーのログを読む,Windows標準ツール / Office / PowerShell,短い実験で「robocopyで大量ファイルコピーのログを読む」を体験し、操作前後の状態やログの差を確認する。,深掘り
296,implemented-experimental,Built-in Tools & Scripting Map,certutilで証明書・Hash関連の基本情報を見る,Windows標準ツール / Office / PowerShell,短い実験で「certutilで証明書・Hash関連の基本情報を見る」を体験し、操作前後の状態やログの差を確認する。,はじめて
297,implemented-experimental,Built-in Tools & Scripting Map,schtasksでTask Schedulerの登録内容を読む,Windows標準ツール / Office / PowerShell,短い実験で「schtasksでTask Schedulerの登録内容を読む」を体験し、操作前後の状態やログの差を確認する。,深掘り
298,implemented-experimental,Built-in Tools & Scripting Map,netshでネットワーク設定を読み取る,Windows標準ツール / Office / PowerShell,短い実験で「netshでネットワーク設定を読み取る」を体験し、操作前後の状態やログの差を確認する。,深掘り
299,implemented-experimental,Built-in Tools & Scripting Map,wevtutilでEvent Logをコマンドから読む,Windows標準ツール / Office / PowerShell,短い実験で「wevtutilでEvent Logをコマンドから読む」を体験し、操作前後の状態やログの差を確認する。,深掘り
300,implemented-experimental,Built-in Tools & Scripting Map,tasklist・taskkillとPowerShell Process操作を比べる,Windows標準ツール / Office / PowerShell,短い実験で「tasklist・taskkillとPowerShell Process操作を比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
